DOI,MLA,APA,Chicago,Harvard,Vancouver
"10.1109/DESSERT.2018.8409124","Diachok, Roman, et al. “System of Detection and Scanning Bar Codes from Raspberry Pi Web Camera.” 2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT), IEEE, May 2018. Crossref, https://doi.org/10.1109/dessert.2018.8409124.","Diachok, R., Dunets, R., & Klym, H. (2018). System of detection and scanning bar codes from Raspberry Pi web camera. In 2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT). 2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT). IEEE. https://doi.org/10.1109/dessert.2018.8409124","Diachok, Roman, Roman Dunets, and Halyna Klym. 2018. “System of Detection and Scanning Bar Codes from Raspberry Pi Web Camera.” 2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT). IEEE. https://doi.org/10.1109/dessert.2018.8409124.","Diachok, R., Dunets, R. and Klym, H. (2018) “System of detection and scanning bar codes from Raspberry Pi web camera,” 2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT). 2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT), IEEE. Available at: https://doi.org/10.1109/dessert.2018.8409124.","Diachok R, Dunets R, Klym H. System of detection and scanning bar codes from Raspberry Pi web camera. 2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT) 2018. https://doi.org/10.1109/dessert.2018.8409124."
"10.1007/978-981-33-6081-5_11","Panda, Saroja Kanta, and Sushanta Kumar Sahu. “Design of IoT-Based Real-Time Video Surveillance System Using Raspberry Pi and Sensor Network.” Intelligent Systems, Springer Singapore, 2021, pp. 115–24. Crossref, https://doi.org/10.1007/978-981-33-6081-5_11.","Panda, S. K., & Sahu, S. K. (2021). Design of IoT-Based Real-Time Video Surveillance System Using Raspberry Pi and Sensor Network. In Intelligent Systems (pp. 115–124). Springer Singapore. https://doi.org/10.1007/978-981-33-6081-5_11","Panda, Saroja Kanta, and Sushanta Kumar Sahu. 2021. “Design of IoT-Based Real-Time Video Surveillance System Using Raspberry Pi and Sensor Network.” Intelligent Systems. Springer Singapore. https://doi.org/10.1007/978-981-33-6081-5_11.","Panda, S.K. and Sahu, S.K. (2021) “Design of IoT-Based Real-Time Video Surveillance System Using Raspberry Pi and Sensor Network,” Intelligent Systems. Springer Singapore. Available at: https://doi.org/10.1007/978-981-33-6081-5_11.","Panda SK, Sahu SK. Design of IoT-Based Real-Time Video Surveillance System Using Raspberry Pi and Sensor Network. Intelligent Systems 2021:115–24. https://doi.org/10.1007/978-981-33-6081-5_11."
"10.1108/LHTN-06-2017-0041","Manalu, Sonya Rapinta, et al. “OBD-II and Raspberry Pi Technology to Diagnose Car’s Machine Current Condition: Study Literature.” Library Hi Tech News, vol. 34, no. 10, Emerald, 4 Dec. 2017, pp. 15–21. Crossref, https://doi.org/10.1108/lhtn-06-2017-0041.","Manalu, S. R., Moniaga, J., Hadipurnawan, D. A., & Sahidi, F. (2017). OBD-II and raspberry Pi technology to diagnose car’s machine current condition: study literature. In Library Hi Tech News (Vol. 34, Issue 10, pp. 15–21). Emerald. https://doi.org/10.1108/lhtn-06-2017-0041","Manalu, Sonya Rapinta, Jurike Moniaga, Dionisius Andrian Hadipurnawan, and Firda Sahidi. 2017. “OBD-II and Raspberry Pi Technology to Diagnose Car’s Machine Current Condition: Study Literature.” Library Hi Tech News. Emerald. https://doi.org/10.1108/lhtn-06-2017-0041.","Manalu, S.R. et al. (2017) “OBD-II and raspberry Pi technology to diagnose car’s machine current condition: study literature,” Library Hi Tech News. Emerald. Available at: https://doi.org/10.1108/lhtn-06-2017-0041.","Manalu SR, Moniaga J, Hadipurnawan DA, Sahidi F. OBD-II and raspberry Pi technology to diagnose car’s machine current condition: study literature. LHTN 2017;34:15–21. https://doi.org/10.1108/lhtn-06-2017-0041."
"10.1109/INVENTIVE.2016.7830096","Deshmukh, Akshay D., and Ulhas B. Shinde. “A Low Cost Environment Monitoring System Using Raspberry Pi and Arduino with Zigbee.” 2016 International Conference on Inventive Computation Technologies (ICICT), IEEE, Aug. 2016. Crossref, https://doi.org/10.1109/inventive.2016.7830096.","Deshmukh, A. D., & Shinde, U. B. (2016). A low cost environment monitoring system using raspberry Pi and arduino with Zigbee. In 2016 International Conference on Inventive Computation Technologies (ICICT). 2016 International Conference on Inventive Computation Technologies (ICICT). IEEE. https://doi.org/10.1109/inventive.2016.7830096","Deshmukh, Akshay D., and Ulhas B. Shinde. 2016. “A Low Cost Environment Monitoring System Using Raspberry Pi and Arduino with Zigbee.” 2016 International Conference on Inventive Computation Technologies (ICICT). IEEE. https://doi.org/10.1109/inventive.2016.7830096.","Deshmukh, A.D. and Shinde, U.B. (2016) “A low cost environment monitoring system using raspberry Pi and arduino with Zigbee,” 2016 International Conference on Inventive Computation Technologies (ICICT). 2016 International Conference on Inventive Computation Technologies (ICICT), IEEE. Available at: https://doi.org/10.1109/inventive.2016.7830096.","Deshmukh AD, Shinde UB. A low cost environment monitoring system using raspberry Pi and arduino with Zigbee. 2016 International Conference on Inventive Computation Technologies (ICICT) 2016. https://doi.org/10.1109/inventive.2016.7830096."
"10.1109/ISETC.2018.8583899","Mischie, Septimiu, et al. “Implementation of Google Assistant on Rasberry Pi.” 2018 International Symposium on Electronics and Telecommunications (ISETC), IEEE, Nov. 2018. Crossref, https://doi.org/10.1109/isetc.2018.8583899.","Mischie, S., Matiu-Iovan, L., & Gasparesc, G. (2018). Implementation of Google Assistant on Rasberry Pi. In 2018 International Symposium on Electronics and Telecommunications (ISETC). 2018 International Symposium on Electronics and Telecommunications (ISETC). IEEE. https://doi.org/10.1109/isetc.2018.8583899","Mischie, Septimiu, Liliana Matiu-Iovan, and Gabriel Gasparesc. 2018. “Implementation of Google Assistant on Rasberry Pi.” 2018 International Symposium on Electronics and Telecommunications (ISETC). IEEE. https://doi.org/10.1109/isetc.2018.8583899.","Mischie, S., Matiu-Iovan, L. and Gasparesc, G. (2018) “Implementation of Google Assistant on Rasberry Pi,” 2018 International Symposium on Electronics and Telecommunications (ISETC). 2018 International Symposium on Electronics and Telecommunications (ISETC), IEEE. Available at: https://doi.org/10.1109/isetc.2018.8583899.","Mischie S, Matiu-Iovan L, Gasparesc G. Implementation of Google Assistant on Rasberry Pi. 2018 International Symposium on Electronics and Telecommunications (ISETC) 2018. https://doi.org/10.1109/isetc.2018.8583899."
"10.1109/ELINFOCOM.2016.7563020","Parthornratt, Tussanai, et al. “People Identification and Counting System Using Raspberry Pi (AU-PiCC: Raspberry Pi Customer Counter).” 2016 International Conference on Electronics, Information, and Communications (ICEIC), IEEE, Jan. 2016. Crossref, https://doi.org/10.1109/elinfocom.2016.7563020.","Parthornratt, T., Burapanonte, N., & Gunjarueg, W. (2016). People identification and counting system using raspberry Pi (AU-PiCC: Raspberry Pi customer counter). In 2016 International Conference on Electronics, Information, and Communications (ICEIC). 2016 International Conference on Electronics, Information, and Communications (ICEIC). IEEE. https://doi.org/10.1109/elinfocom.2016.7563020","Parthornratt, Tussanai, Natchaphon Burapanonte, and Wisarute Gunjarueg. 2016. “People Identification and Counting System Using Raspberry Pi (AU-PiCC: Raspberry Pi Customer Counter).” 2016 International Conference on Electronics, Information, and Communications (ICEIC). IEEE. https://doi.org/10.1109/elinfocom.2016.7563020.","Parthornratt, T., Burapanonte, N. and Gunjarueg, W. (2016) “People identification and counting system using raspberry Pi (AU-PiCC: Raspberry Pi customer counter),” 2016 International Conference on Electronics, Information, and Communications (ICEIC). 2016 International Conference on Electronics, Information, and Communications (ICEIC), IEEE. Available at: https://doi.org/10.1109/elinfocom.2016.7563020.","Parthornratt T, Burapanonte N, Gunjarueg W. People identification and counting system using raspberry Pi (AU-PiCC: Raspberry Pi customer counter). 2016 International Conference on Electronics, Information, and Communications (ICEIC) 2016. https://doi.org/10.1109/elinfocom.2016.7563020."
"10.1109/ICPCSI.2017.8392137","Narmada, T., et al. “Design and Development of Raspberry Pi Based System for Prepaid Electricity Meter.” 2017 IEEE International Conference on Power, Control, Signals and Instrumentation Engineering (ICPCSI), IEEE, Sept. 2017. Crossref, https://doi.org/10.1109/icpcsi.2017.8392137.","Narmada, T., Lakshmaiah, M. V., & Nagamma, N. N. (2017). Design and development of Raspberry Pi based system for prepaid electricity meter. In 2017 IEEE International Conference on Power, Control, Signals and Instrumentation Engineering (ICPCSI). 2017 IEEE International Conference on Power, Control, Signals and Instrumentation Engineering (ICPCSI). IEEE. https://doi.org/10.1109/icpcsi.2017.8392137","Narmada, T., M. V. Lakshmaiah, and N. N. Nagamma. 2017. “Design and Development of Raspberry Pi Based System for Prepaid Electricity Meter.” 2017 IEEE International Conference on Power, Control, Signals and Instrumentation Engineering (ICPCSI). IEEE. https://doi.org/10.1109/icpcsi.2017.8392137.","Narmada, T., Lakshmaiah, M.V. and Nagamma, N.N. (2017) “Design and development of Raspberry Pi based system for prepaid electricity meter,” 2017 IEEE International Conference on Power, Control, Signals and Instrumentation Engineering (ICPCSI). 2017 IEEE International Conference on Power, Control, Signals and Instrumentation Engineering (ICPCSI), IEEE. Available at: https://doi.org/10.1109/icpcsi.2017.8392137.","Narmada T, Lakshmaiah MV, Nagamma NN. Design and development of Raspberry Pi based system for prepaid electricity meter. 2017 IEEE International Conference on Power, Control, Signals and Instrumentation Engineering (ICPCSI) 2017. https://doi.org/10.1109/icpcsi.2017.8392137."
"10.1117/12.2284474","Shen, Chao, et al. “A New Image Fusion and Monitored Control System Based on Raspberry Pi and Yeelink Platform.” AOPC 2017: Optical Sensing and Imaging Technology and Applications, edited by Yadong Jiang et al., SPIE, 24 Oct. 2017. Crossref, https://doi.org/10.1117/12.2284474.","Shen, C., Wei, G., Zongxi, S., Lijun, D., Fengtao, W., & Yuqing, H. (2017). A new image fusion and monitored control system based on Raspberry Pi and Yeelink platform. In Y. Jiang, H. Gong, W. Chen, & J. Li (Eds.), AOPC 2017: Optical Sensing and Imaging Technology and Applications. SPIE. https://doi.org/10.1117/12.2284474","Shen, Chao, Gao Wei, Song Zongxi, Dan Lijun, Wang Fengtao, and He Yuqing. 2017. “A New Image Fusion and Monitored Control System Based on Raspberry Pi and Yeelink Platform.” Edited by Yadong Jiang, Haimei Gong, Weibiao Chen, and Jin Li. AOPC 2017: Optical Sensing and Imaging Technology and Applications. SPIE. https://doi.org/10.1117/12.2284474.","Shen, C. et al. (2017) “A new image fusion and monitored control system based on Raspberry Pi and Yeelink platform,” AOPC 2017: Optical Sensing and Imaging Technology and Applications. Edited by Y. Jiang et al. Optical Sensing and Imaging Technology and Applications, SPIE. Available at: https://doi.org/10.1117/12.2284474.","Shen C, Wei G, Zongxi S, Lijun D, Fengtao W, Yuqing H. A new image fusion and monitored control system based on Raspberry Pi and Yeelink platform. AOPC 2017: Optical Sensing and Imaging Technology and Applications 2017. https://doi.org/10.1117/12.2284474."
"10.1109/TSP.2016.7760972","Szabo, Roland, et al. “Robotic Arm Control in Space with Color Recognition Using a Raspberry PI.” 2016 39th International Conference on Telecommunications and Signal Processing (TSP), IEEE, June 2016. Crossref, https://doi.org/10.1109/tsp.2016.7760972.","Szabo, R., Gontean, A., & Sfirat, A. (2016). Robotic arm control in space with color recognition using a Raspberry PI. In 2016 39th International Conference on Telecommunications and Signal Processing (TSP). 2016 39th International Conference on Telecommunications and Signal Processing (TSP). IEEE. https://doi.org/10.1109/tsp.2016.7760972","Szabo, Roland, Aurel Gontean, and Alexandru Sfirat. 2016. “Robotic Arm Control in Space with Color Recognition Using a Raspberry PI.” 2016 39th International Conference on Telecommunications and Signal Processing (TSP). IEEE. https://doi.org/10.1109/tsp.2016.7760972.","Szabo, R., Gontean, A. and Sfirat, A. (2016) “Robotic arm control in space with color recognition using a Raspberry PI,” 2016 39th International Conference on Telecommunications and Signal Processing (TSP). 2016 39th International Conference on Telecommunications and Signal Processing (TSP), IEEE. Available at: https://doi.org/10.1109/tsp.2016.7760972.","Szabo R, Gontean A, Sfirat A. Robotic arm control in space with color recognition using a Raspberry PI. 2016 39th International Conference on Telecommunications and Signal Processing (TSP) 2016. https://doi.org/10.1109/tsp.2016.7760972."
"10.1109/ICSSIT46314.2019.8987802","Raji, C. G., et al. “Implementation of Bitcoin Mining Using Raspberry Pi.” 2019 International Conference on Smart Systems and Inventive Technology (ICSSIT), IEEE, Nov. 2019. Crossref, https://doi.org/10.1109/icssit46314.2019.8987802.","Raji, C. G., Vinish, A., Gopakumar, G., & Shahil, K. (2019). Implementation of Bitcoin Mining using Raspberry Pi. In 2019 International Conference on Smart Systems and Inventive Technology (ICSSIT). 2019 International Conference on Smart Systems and Inventive Technology (ICSSIT). IEEE. https://doi.org/10.1109/icssit46314.2019.8987802","Raji, C.G., A Vinish, Ganesh Gopakumar, and K Shahil. 2019. “Implementation of Bitcoin Mining Using Raspberry Pi.” 2019 International Conference on Smart Systems and Inventive Technology (ICSSIT). IEEE. https://doi.org/10.1109/icssit46314.2019.8987802.","Raji, C.G. et al. (2019) “Implementation of Bitcoin Mining using Raspberry Pi,” 2019 International Conference on Smart Systems and Inventive Technology (ICSSIT). 2019 International Conference on Smart Systems and Inventive Technology (ICSSIT), IEEE. Available at: https://doi.org/10.1109/icssit46314.2019.8987802.","Raji CG, Vinish A, Gopakumar G, Shahil K. Implementation of Bitcoin Mining using Raspberry Pi. 2019 International Conference on Smart Systems and Inventive Technology (ICSSIT) 2019. https://doi.org/10.1109/icssit46314.2019.8987802."
"10.1109/NTMS.2018.8328710","Alsaadi, Hesham H., et al. “Penetration and Security of OpenSSH Remote Secure Shell Service on Raspberry Pi 2.” 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS), IEEE, Feb. 2018. Crossref, https://doi.org/10.1109/ntms.2018.8328710.","Alsaadi, H. H., Aldwairi, M., Al Taei, M., AlBuainain, M., & AlKubaisi, M. (2018). Penetration and Security of OpenSSH Remote Secure Shell Service on Raspberry Pi 2. In 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS). 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS). IEEE. https://doi.org/10.1109/ntms.2018.8328710","Alsaadi, Hesham H., Monther Aldwairi, May Al Taei, Mansoor AlBuainain, and Maktoom AlKubaisi. 2018. “Penetration and Security of OpenSSH Remote Secure Shell Service on Raspberry Pi 2.” 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS). IEEE. https://doi.org/10.1109/ntms.2018.8328710.","Alsaadi, H.H. et al. (2018) “Penetration and Security of OpenSSH Remote Secure Shell Service on Raspberry Pi 2,” 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS). 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS), IEEE. Available at: https://doi.org/10.1109/ntms.2018.8328710.","Alsaadi HH, Aldwairi M, Al Taei M, AlBuainain M, AlKubaisi M. Penetration and Security of OpenSSH Remote Secure Shell Service on Raspberry Pi 2. 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS) 2018. https://doi.org/10.1109/ntms.2018.8328710."
